row_id_22565,project_id,mp_name,state,constituency,work_22565,work_production,similarity_score,district_22565,expenditure_amount,allocation_amount,matching_method,confidence_category
21892,PRJ_214E462F7BB9,Parvatagouda Chandanagouda Gaddigoudar,Karnataka,Bagalkot,Construction of rooms and halls in school and colleges,NA - ConstConstruction of Community Hall in CHINAGUNDI Village,0.6847,Bagalkote,375000.0,400000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
21893,PRJ_214E462F7BB9,Parvatagouda Chandanagouda Gaddigoudar,Karnataka,Bagalkot,Construction of rooms and halls in school and colleges,NA - ConstConstruction of Community Hall in CHINAGUNDI Village,0.6847,Bagalkote,124888.0,400000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
22024,PRJ_582069EA7D6F,Parvatagouda Chandanagouda Gaddigoudar,Karnataka,Bagalkot,Construction of bus-sheds or bus-stops,NA - Construction of Community Hall at ANAWAL,0.5385,Bagalkote,74979.0,500000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
22025,PRJ_582069EA7D6F,Parvatagouda Chandanagouda Gaddigoudar,Karnataka,Bagalkot,Construction of bus-sheds or bus-stops,NA - Construction of Community Hall at ANAWAL,0.5385,Bagalkote,225000.0,500000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
22716,PRJ_3DC94D21E29A,LS Tejasvi Surya,Karnataka,Bangalore South,Fitting of Sitting RCC Benches in Public Places,NA - Lighting of public spaces,0.5833,Bengaluru Urban,499434.0,3000000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
91739,PRJ_3DC94D21E29A,LS Tejasvi Surya,Karnataka,Bangalore South,Fitting of Sitting RCC Benches in Public Places,NA - Lighting of public spaces,0.5833,Bengaluru Urban,499434.0,3000000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
22868,PRJ_0002B2B36B7D,LS Tejasvi Surya,Karnataka,Bangalore South,Construction of common work sheds/ common covered sitting area,NA - Construction of community centers and community halls,0.614,Bengaluru Urban,499357.0,1000000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
22873,PRJ_0002B2B36B7D,LS Tejasvi Surya,Karnataka,Bangalore South,Construction of common work sheds/ common covered sitting area,NA - Construction of community centers and community halls,0.614,Bengaluru Urban,1500000.0,1000000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
23315,PRJ_96376022E100,B Y Raghavendra,Karnataka,Shimoga,Lighting of public spaces,NA - Development of public parks,0.6154,Shivamogga,61124.0,300000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
23316,PRJ_96376022E100,B Y Raghavendra,Karnataka,Shimoga,Lighting of public spaces,NA - Development of public parks,0.6154,Shivamogga,48568.0,300000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
23768,PRJ_31EF25FDDB4E,Parvatagouda Chandanagouda Gaddigoudar,Karnataka,Bagalkot,Construction of public toilets and bathrooms,NA - Construction of community centers and community halls,0.6186,Bagalkote,750000.0,500000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
24159,PRJ_40FED5A20CA8,B Y Raghavendra,Karnataka,Shimoga,Construction of public toilets and bathrooms,NA - Construction of community centers and community halls,0.6186,Shivamogga,360000.0,500000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
24234,PRJ_40FED5A20CA8,B Y Raghavendra,Karnataka,Shimoga,Construction of public toilets and bathrooms,NA - Construction of community centers and community halls,0.6186,Shivamogga,125000.0,500000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
24167,PRJ_C570CC0654F5,B Y Raghavendra,Karnataka,Shimoga,"Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",NA - Construction of rooms and halls in school and colleges,0.6176,Shivamogga,360000.0,850000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
24180,PRJ_C570CC0654F5,B Y Raghavendra,Karnataka,Shimoga,"Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",NA - Construction of rooms and halls in school and colleges,0.6176,Shivamogga,15000.0,850000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
24175,PRJ_260FA152B518,B Y Raghavendra,Karnataka,Shimoga,Construction of water tanks,NA - Construction of stadiums,0.7451,Shivamogga,750000.0,3500000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
24184,PRJ_503ACAB5BBAA,B Y Raghavendra,Karnataka,Shimoga,"Construction of Government office buildings (Post office, Police station, Police chauki, etc.)",NA - Construction of buildings for training institutions,0.5036,Shivamogga,750000.0,500000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
24190,PRJ_15D23767DDD2,B Y Raghavendra,Karnataka,Shimoga,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,NA - Crematoriums or structures on burial/ cremation ground for public convenience,0.6667,Shivamogga,15000.0,500000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
24191,PRJ_15D23767DDD2,B Y Raghavendra,Karnataka,Shimoga,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,NA - Crematoriums or structures on burial/ cremation ground for public convenience,0.6667,Shivamogga,125000.0,500000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
24204,PRJ_260FA152B518,B Y Raghavendra,Karnataka,Shimoga,Construction of public libraries and reading rooms,NA - Construction of stadiums,0.5946,Shivamogga,15000.0,3500000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
24207,PRJ_260FA152B518,B Y Raghavendra,Karnataka,Shimoga,Construction of public libraries and reading rooms,NA - Construction of stadiums,0.5946,Shivamogga,125000.0,3500000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
24211,PRJ_503ACAB5BBAA,B Y Raghavendra,Karnataka,Shimoga,Construction of buildings for cr�ches and anganwadies,NA - Construction of buildings for training institutions,0.7308,Shivamogga,4500.0,500000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
24218,PRJ_503ACAB5BBAA,B Y Raghavendra,Karnataka,Shimoga,Construction of buildings for cr�ches and anganwadies,NA - Construction of buildings for training institutions,0.7308,Shivamogga,37500.0,500000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
24237,PRJ_260FA152B518,B Y Raghavendra,Karnataka,Shimoga,Construction of toilet blocks,NA - Construction of stadiums,0.717,Shivamogga,225000.0,3500000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
24567,PRJ_E762A1574134,Shashi Tharoor,Kerala,Thiruvananthapuram,Construction of public irrigation facilities,NA - Construction of Kitchen,0.5672,Thiruvananthapuram,811809.0,500000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
24568,PRJ_286CB5E79580,Shashi Tharoor,Kerala,Thiruvananthapuram,Construction of culverts and bridges,WS/MP343/2023-2024/44105 - Construction of culverts and bridges,0.7423,Thiruvananthapuram,698247.0,450000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
24634,PRJ_286CB5E79580,Shashi Tharoor,Kerala,Thiruvananthapuram,Construction of culverts and bridges,WS/MP343/2023-2024/44105 - Construction of culverts and bridges,0.7423,Thiruvananthapuram,594367.0,450000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
24576,PRJ_2EBA5FA9D244,Shashi Tharoor,Kerala,Thiruvananthapuram,Construction of footpaths and pedestrian ways,WS/MP343/2023-2024/44975 - Construction of footpaths and pedestrian ways,0.7826,Thiruvananthapuram,551251.0,550000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
24603,PRJ_2EBA5FA9D244,Shashi Tharoor,Kerala,Thiruvananthapuram,Construction of footpaths and pedestrian ways,WS/MP343/2023-2024/44975 - Construction of footpaths and pedestrian ways,0.7826,Thiruvananthapuram,233917.0,550000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
24673,PRJ_8A273B5B9830,Rajmohan Unnithan,Kerala,Kasaragod,"Construction of roads, link roads, pathways or any other road with or without drainage system","NA - Construction of roads, approach roads, link roads and pathways",0.543,Kannur,526192.0,1500000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
24973,PRJ_54D1D42F9D43,Anto Antony,Kerala,Pathanamthitta,Construction of bus-sheds or bus-stops,WS/MP632/2023-2024/93883 - Construction of bus-sheds or bus-stops,0.7525,Kottayam,483960.0,985166.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
24975,PRJ_54D1D42F9D43,Anto Antony,Kerala,Pathanamthitta,Construction of bus-sheds or bus-stops,WS/MP632/2023-2024/93883 - Construction of bus-sheds or bus-stops,0.7525,Pathanamthitta,489568.0,985166.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
25078,PRJ_8A273B5B9830,Rajmohan Unnithan,Kerala,Kasaragod,Construction of footpaths and pedestrian ways,"NA - Construction of roads, approach roads, link roads and pathways",0.6095,Kasaragod,1159895.0,1500000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
91895,PRJ_8A273B5B9830,Rajmohan Unnithan,Kerala,Kasaragod,Construction of footpaths and pedestrian ways,"NA - Construction of roads, approach roads, link roads and pathways",0.6095,Kasaragod,1159895.0,1500000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
25323,PRJ_927ADC05941A,Shashi Tharoor,Kerala,Thiruvananthapuram,Lighting of public spaces,WS/MP343/2023-2024/44977 - Lighting of public spaces,0.6667,Thiruvananthapuram,230657.0,300000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
25324,PRJ_927ADC05941A,Shashi Tharoor,Kerala,Thiruvananthapuram,Lighting of public spaces,WS/MP343/2023-2024/44977 - Lighting of public spaces,0.6667,Thiruvananthapuram,230657.0,300000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
25628,PRJ_D85E28F615F1,Rajmohan Unnithan,Kerala,Kasaragod,Purchase of vans and buses for educational institutions,NA - Purchase of school vans and buses (Four and three wheelers),0.6071,Kasaragod,2128599.0,2585000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
25639,PRJ_D85E28F615F1,Rajmohan Unnithan,Kerala,Kasaragod,Purchase of vans and buses for educational institutions,NA - Purchase of school vans and buses (Four and three wheelers),0.6071,Kannur,2012490.0,2585000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
25668,PRJ_2BA0C8FF8E3B,Shashi Tharoor,Kerala,Thiruvananthapuram,Setting up of kitchen and pantries,WS/MP343/2023-2024/44967 - Setting up of kitchen and pantries,0.7312,Thiruvananthapuram,757909.0,800000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
91985,PRJ_2BA0C8FF8E3B,Shashi Tharoor,Kerala,Thiruvananthapuram,Setting up of kitchen and pantries,WS/MP343/2023-2024/44967 - Setting up of kitchen and pantries,0.7312,Thiruvananthapuram,757909.0,800000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
25884,PRJ_8E992137037F,Shashi Tharoor,Kerala,Thiruvananthapuram,"Purchase of ambulances (Four, three and two wheelers)",WS/MP343/2023-2024/44974 - Purchase of school vans and buses (Four and three wheelers),0.5606,Thiruvananthapuram,1404132.0,1500000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
91885,PRJ_8E992137037F,Shashi Tharoor,Kerala,Thiruvananthapuram,"Purchase of ambulances (Four, three and two wheelers)",WS/MP343/2023-2024/44974 - Purchase of school vans and buses (Four and three wheelers),0.5606,Thiruvananthapuram,1404132.0,1500000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
25919,PRJ_25B08C38AAB2,Mahendra Singh Solanky,Madhya Pradesh,Dewas(Sc),Construction of water tanks,NA - Construction of bus-sheds or bus-stops,0.6462,Dewas,140000.0,300000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
32199,PRJ_25B08C38AAB2,Mahendra Singh Solanky,Madhya Pradesh,Dewas(Sc),Construction of water tanks,NA - Construction of bus-sheds or bus-stops,0.6462,Dewas,210000.0,300000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
25922,PRJ_91A52D1AFA58,Durga Das Uikey,Madhya Pradesh,Betul(St),Purchase of books and periodicals for libraries/digitization of library books,NA - Purchase Books for Library,0.5049,Betul,1999844.0,1000000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
25936,PRJ_8D251040B7F5,Faggan Singh Kulaste,Madhya Pradesh,Mandla(St),Construction of buildings for community cultural activities,NA - Construction of community centers and community halls,0.625,Mandla,250000.0,500000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
25970,PRJ_8D251040B7F5,Faggan Singh Kulaste,Madhya Pradesh,Mandla(St),Construction of buildings for community cultural activities,NA - Construction of community centers and community halls,0.625,Mandla,100000.0,500000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
25979,PRJ_D279995A2571,Anil Firojiya,Madhya Pradesh,Ujjain(Sc),"Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP360/2023-2024/21636 - Construction of roads, link roads, pathways or any other road with or without drainage system",0.8792,Ratlam,250000.0,200000.0,scoped_fuzzy_SequenceMatcher,HIGH_CONFIDENCE
25983,PRJ_D279995A2571,Anil Firojiya,Madhya Pradesh,Ujjain(Sc),"Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP360/2023-2024/21636 - Construction of roads, link roads, pathways or any other road with or without drainage system",0.8792,Ratlam,250000.0,200000.0,scoped_fuzzy_SequenceMatcher,HIGH_CONFIDENCE
25980,PRJ_E06A1670F58B,Anil Firojiya,Madhya Pradesh,Ujjain(Sc),Construction of common work sheds/ common covered sitting area,NA - Construction of community centers and community halls,0.614,Ujjain,400000.0,500000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
26210,PRJ_E06A1670F58B,Anil Firojiya,Madhya Pradesh,Ujjain(Sc),Construction of common work sheds/ common covered sitting area,NA - Construction of community centers and community halls,0.614,Ujjain,500000.0,500000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
25981,PRJ_A3385B833D00,Gyaneshwar Patil,Madhya Pradesh,Khandwa,Development of public parks,NA - Lighting of public spaces,0.6154,Burhanpur,60000.0,485000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
26011,PRJ_A3385B833D00,Gyaneshwar Patil,Madhya Pradesh,Khandwa,Development of public parks,NA - Lighting of public spaces,0.6154,Burhanpur,500000.0,485000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
26045,PRJ_8D251040B7F5,Faggan Singh Kulaste,Madhya Pradesh,Mandla(St),Construction of common work sheds/ common covered sitting area,NA - Construction of community centers and community halls,0.614,Narsimhapur,100000.0,500000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
26046,PRJ_8D251040B7F5,Faggan Singh Kulaste,Madhya Pradesh,Mandla(St),Construction of common work sheds/ common covered sitting area,NA - Construction of community centers and community halls,0.614,Narsimhapur,100000.0,500000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
26047,PRJ_993DAE748BAE,Faggan Singh Kulaste,Madhya Pradesh,Mandla(St),"Construction of roads, link roads, pathways or any other road with or without drainage system","NA - Construction of roads, approach roads, link roads and pathways",0.543,Narsimhapur,100000.0,200000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
26108,PRJ_993DAE748BAE,Faggan Singh Kulaste,Madhya Pradesh,Mandla(St),"Construction of roads, link roads, pathways or any other road with or without drainage system","NA - Construction of roads, approach roads, link roads and pathways",0.543,Mandla,300000.0,200000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
26051,PRJ_9ABDA1A7E2A9,Sudheer Gupta,Madhya Pradesh,Mandsour,Providing drains and gutters for public drainage,NA - Purchase of books and periodicals for libraries,0.5053,Ratlam,100000.0,50000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
27676,PRJ_9ABDA1A7E2A9,Sudheer Gupta,Madhya Pradesh,Mandsour,Providing drains and gutters for public drainage,NA - Purchase of books and periodicals for libraries,0.5053,Mandsaur,400000.0,50000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
26101,PRJ_8171A637576B,Faggan Singh Kulaste,Madhya Pradesh,Mandla(St),Renovation of ponds and lakes,NA - Construction of culverts and bridges,0.5231,Seoni,375000.0,500000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
26160,PRJ_56B81957D8A6,Ganesh Singh,Madhya Pradesh,Satna,Construction of rooms and halls in school and colleges,NA - Construction of culverts and bridges,0.6222,Satna,403000.0,211000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
26164,PRJ_EFF36D177A09,Himadri Singh,Madhya Pradesh,Shahdol (St),Construction of culverts and bridges,WS/MP654/2023-2024/70569 - Construction of culverts and bridges,0.7423,Anuppur,700000.0,500000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
26170,PRJ_EFF36D177A09,Himadri Singh,Madhya Pradesh,Shahdol (St),Construction of culverts and bridges,WS/MP654/2023-2024/70569 - Construction of culverts and bridges,0.7423,Anuppur,1250000.0,500000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
26169,PRJ_E06A1670F58B,Anil Firojiya,Madhya Pradesh,Ujjain(Sc),Installing community drinking water plants,NA - Construction of community centers and community halls,0.5263,Ujjain,400000.0,500000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
26173,PRJ_8171A637576B,Faggan Singh Kulaste,Madhya Pradesh,Mandla(St),Construction of bus-sheds or bus-stops,NA - Construction of culverts and bridges,0.6216,Dindori,240064.0,500000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
26174,PRJ_8171A637576B,Faggan Singh Kulaste,Madhya Pradesh,Mandla(St),Construction of bus-sheds or bus-stops,NA - Construction of culverts and bridges,0.6216,Dindori,240064.0,500000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
26194,PRJ_6B8CB73E716D,Sudheer Gupta,Madhya Pradesh,Mandsour,Construction of boundary walls of existing public and community buildings,NA - Construction of community centers and community halls,0.619,Neemuch,60000.0,200000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
26235,PRJ_4287EA2E20A2,Virendra Kumar,Madhya Pradesh,Tikamgarh(Sc),Construction of boundary walls of existing public and community buildings,NA - Construction of buildings for community cultural activities,0.5758,Chhatarpur,120000.0,192000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
26253,PRJ_4287EA2E20A2,Virendra Kumar,Madhya Pradesh,Tikamgarh(Sc),Construction of boundary walls of existing public and community buildings,NA - Construction of buildings for community cultural activities,0.5758,Chhatarpur,180000.0,192000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
26276,PRJ_67AB9FEB96E6,Sudheer Gupta,Madhya Pradesh,Mandsour,Construction of public libraries and reading rooms,NA - Construction of footpaths and pedestrian ways,0.6105,Mandsaur,500000.0,100000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
31026,PRJ_67AB9FEB96E6,Sudheer Gupta,Madhya Pradesh,Mandsour,Construction of public libraries and reading rooms,NA - Construction of footpaths and pedestrian ways,0.6105,Mandsaur,75000.0,100000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
26294,PRJ_8898F7A56D84,Faggan Singh Kulaste,Madhya Pradesh,Mandla(St),Construction of additional rooms and halls in the existing public and community building,WS/MP640/2023-2024/34206 - Construction of additional rooms and halls in the existing public and community building,0.8756,Dindori,400000.0,2000000.0,scoped_fuzzy_SequenceMatcher,HIGH_CONFIDENCE
26295,PRJ_8898F7A56D84,Faggan Singh Kulaste,Madhya Pradesh,Mandla(St),Construction of additional rooms and halls in the existing public and community building,WS/MP640/2023-2024/34206 - Construction of additional rooms and halls in the existing public and community building,0.8756,Dindori,600000.0,2000000.0,scoped_fuzzy_SequenceMatcher,HIGH_CONFIDENCE
26306,PRJ_D14DAC28D1CC,Mahendra Singh Solanky,Madhya Pradesh,Dewas(Sc),Construction of boundary walls of existing public and community buildings,NA - Construction of additional rooms and halls in the existing public and community building,0.795,Dewas,600000.0,500000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
31479,PRJ_D14DAC28D1CC,Mahendra Singh Solanky,Madhya Pradesh,Dewas(Sc),Construction of boundary walls of existing public and community buildings,NA - Construction of additional rooms and halls in the existing public and community building,0.795,Sehore,400000.0,500000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
26341,PRJ_A3F8C93A20CC,Janardan Mishra,Madhya Pradesh,Rewa,Construction of community centers and community halls,"NA - Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",0.563,Rewa,2350000.0,271000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
