vendor_name,total_expenditure,tx_count,mp_count,constituency_count,district_count
KUSHINAGAR CONSTRUCTION COMPANY,16726989.0,35,1,1,1
EVEREST ENTERPRISES,16668065.0,33,3,5,5
NIKHIL,16659297.0,9,1,1,1
Anil Electricals,16640000.0,16,1,1,1
RAIMOND SOLAR PVT LTD,16596369.0,15,2,3,2
ANIL KUMAR DUBEY,16580424.0,30,1,1,1
NEETU CONSTRUCTION,16552059.0,37,1,1,1
Spectrum Services,16537806.0,6,1,1,1
NEELAM CONSTRUCTION,16409920.0,8,2,3,1
MS AFROZ TRADERS,16399994.0,52,1,2,1
SHRI GANESH CONSTRUCTION AND SUPPLIERS,16302890.0,43,1,1,1
G RAJA REDDY,16257726.0,77,1,1,1
Junior Engineer Zila Parishad Ranchi Sunny Choudhary,16224000.0,48,1,2,1
JAGADEESWARA REDDY DEKIREDDY,16200091.0,36,1,1,1
AMIT MANDAL,16098287.0,41,1,2,1
ASSISTANT ENGINEER MPLADS VALMIKINAGAR,16081283.0,30,1,1,1
SDSCO PALAMPUR,16079256.0,102,2,4,1
Yuraj construction,16067820.0,97,1,2,2
VIDYA VIKAS ACADEMY,16008843.0,49,2,4,2
PRUTHIVRAJ PRAMOD BHAMBLE PRO PRUTHIVIRAJ BHAMBLE,15994313.0,16,1,1,1
SHINOJ T A,15991193.0,7,1,1,2
Abhishek Enterprises,15926546.0,132,1,2,1
NIRMITHI KENDRA CHAMARAJANAGAR,15862500.0,23,1,2,2
MIR ROUJUDDIN AHMED,15852556.0,86,1,1,1
Hindustan Enterprises,15839759.0,15,1,1,1
SHOBHA CONSTRUCTION,15829932.0,16,1,1,1
Manoj kumar Srivastava,15807205.0,128,1,1,1
HARI NANDAN RAJAK,15802621.0,44,1,2,1
JAI SHREE BALAJI CONSTRUCTION,15747851.0,12,1,1,1
MFD INDUSTRIES,15730000.0,21,2,3,4
Gul Ahmad Contractor,15683259.0,251,2,3,2
Sarmindar Terang,15667936.0,56,1,2,1
SHIKHA MATHUR,15649028.0,22,1,1,1
ASSISTANT ENGINEER LAEO SHERGHATI VIDHAN SABHA,15542146.0,52,1,2,1
CARD Box Company,15500000.0,36,1,1,1
Gautam Enterorises,15482227.0,5,1,1,1
JAISWAL WOODEN INDUSTRIES,15475000.0,38,1,2,1
SN ENTERPRISE,15452851.0,40,1,2,2
SANJEET KUMAR,15417243.0,110,1,1,1
ANKIT MAHESH AGRAWAL,15349507.0,23,1,2,1
Multiline Ventures,15290974.0,33,2,2,4
Sushanta Dutta,15287307.0,6,1,1,1
ASSISTANT ENGINEER LAURIYA,15282189.0,21,1,1,1
SRI MAHALAKSHMI SC LABOUR CONTRACT MUTUALLY AIDED COOPERATIVE SOCIETY LTD,15268074.0,9,2,3,3
VE KAY CONSTRUCTIONS,15213593.0,6,1,1,1
Assistant Engineer Bisfi Vidhan Sabha,15151760.0,19,2,2,1
C S TECHNOLOGIES,15142188.0,73,1,1,2
ATHIK TISSO,15130241.0,50,1,2,1
Keltron Component complex Ltd Kannur,15093000.0,110,2,2,2
ASSISTANT ENGINEER LAEO BARACHATTI VIDHAN SABHA,15090440.0,47,1,2,1
SWARNENDU SARKAR,15086300.0,15,1,2,1
Kathamuthu Sekar,15082924.0,22,1,1,1
Gayatri Singh,15051686.0,17,1,2,2
ALPHATECH SOLUTIONS,15020286.0,22,1,1,1
Vikram Ronghang,15000000.0,6,1,2,1
DHS SEPARATE BANK ACCOUT ASHOK NAGAR,15000000.0,6,1,1,1
MS CHANDRA BHUSHAN,15000000.0,37,1,2,1
SATYAKRISHNA ENTERPRISE,15000000.0,3,1,1,1
A2F DIGITAL PVT LTD,15000000.0,3,1,1,1
S RAVEEN,15000000.0,6,1,2,1
Kodagu Nirmithi Kendra,15000000.0,37,1,1,1
INDKAL,14999400.0,3,1,1,1
YUG ENTERPRISE,14977300.0,30,1,1,2
PANSHUL MULTITRADE PRIVATE LIMITED,14969580.0,3,1,1,2
Nachatra Construction,14960112.0,6,1,2,2
ANI ENTERPRISES,14883000.0,3,1,1,1
G S Construction,14880381.0,42,1,1,1
BHASKAR GOSWAMI,14849397.0,73,1,1,1
KOUSIK DAS,14842158.0,6,1,2,1
MS ISWAR LAL MAHTO JE NATIONAL RURAL EMPLOYMENT PROGRAM,14835560.0,32,1,2,1
PRACHI CONSTRUCTION,14819191.0,38,1,2,1
EE PRED SHIVAMOGGA,14805555.0,112,1,1,1
ADR CONSTRUCCTION,14655045.0,12,1,1,1
USHA SHARMA,14651961.0,21,1,2,1
MS G N CONSTRUCTION,14612714.0,25,1,2,1
ASSISTANT ENGINEER LAUKAHA VIDHANSABHA,14595514.0,19,1,1,1
MS MANMOHAN SINGH KSHATRI,14583290.0,26,1,1,1
SAI IT SYSTEMS,14520500.0,35,1,1,1
AE KURTHA,14507107.0,104,1,1,1
J E N R E P DEOGHAR VENDER ACCOUNT,14498234.0,69,1,2,1
C Narendra,14458132.0,37,1,1,1
Unitone Home Appliances,14440432.0,62,1,1,2
N S CHELLAPANDIAN,14421583.0,20,2,2,1
APPU CONSTRUCTION,14394420.0,6,1,1,1
MITHALESH CONTRACTOR,14334652.0,18,1,1,1
SUNIL DATTATRAY KUDALE,14330775.0,3,1,1,2
Sathess kumar,14293204.0,15,1,1,1
SIDDHESWARI CONCERN AND CONSTRUCTION,14291849.0,22,2,3,2
JAYANTA ELECTRIC AND CO,14268863.0,30,1,1,1
Rgm Enterprises,14218518.0,6,1,1,1
DIWAN YADAV,14167999.0,47,1,1,1
Mahindra and Mahindra Ltd,14146345.0,15,6,7,5
J S INFRATECH,14141015.0,30,1,1,1
GOLDEN ENGINEERING CORPORATION,14069982.0,24,1,1,1
ASST ENG AURAI V K LAEO WD 01 MUZ,14052324.0,18,1,1,1
SD ENTERPRISES,14012000.0,11,2,3,2
SARVOTTAM APPLIANCES PRIVATE LIMITED,14000000.0,7,1,1,1
Krupal Construction,14000000.0,28,1,2,1
SEFALI ENTERPRISE,13988416.0,4,1,1,1
MITHILA ENTERPRISES,13916000.0,14,1,1,1
VIKRANT ASSOCIATES,13903115.0,32,1,1,1
TANU INFRASTRUCTURE,13897950.0,9,1,1,1
N G CONSTRUCTIONS,13897723.0,14,1,1,1
MADAN MOHAN KERAI,13871025.0,38,1,2,1
RAMJI CONSTRUCTION,13860000.0,21,1,2,1
OMEGA ENTERPRISES DIBIYAPUR,13822110.0,73,1,2,1
PINNACLE INDIA TRADERS,13800000.0,20,1,1,1
Varinder Kumar Sood,13750536.0,6,1,2,1
AE ARWAL,13729289.0,46,1,1,1
ASSISTANT ENGINEER LAEO BODHGAYA VIDHAN SABHA,13638555.0,65,1,2,1
DASARI SADANANDAM,13583721.0,4,1,1,1
ANUJ INTERLOCKING,13570682.0,27,2,2,1
KAJAL TRADERS,13560528.0,6,1,1,1
SARODA CONSTRUCTION AND CO,13520215.0,4,1,1,1
JAVED AHMAD,13509174.0,226,1,2,1
ALEMWABANG JAMIR,13500000.0,6,1,1,1
IMSUYANGER LEMTUR,13500000.0,6,1,1,1
MS SRI SIRI CONSTRUCTIONS,13493889.0,6,1,2,1
APARAJOY RUDRA,13435884.0,18,1,2,1
P S STALIN,13416798.0,40,1,1,4
SANLY INFRATECH PRIVATE LIMITED,13413495.0,12,1,2,1
Balvir Agriculture corporation,13390000.0,45,4,5,6
RAJU ENTERPRISES,13375257.0,15,1,1,2
SREE MURUGAN CONSTRUCTION,13362827.0,11,1,1,1
DSF Enterprises,13342500.0,27,2,2,2
CHANDRA KALAPERUMAL,13328956.0,10,1,1,1
R J CIVIL CONTRACTOR,13302543.0,71,1,2,1
Saroja R,13269967.0,10,1,1,2
VINAYAGAM ENTERPRISES,13193628.0,12,1,1,1
SK SHUTTERS AND FABRICATORS,13189818.0,33,1,2,1
Swapan Debbarma,13175174.0,5,1,1,1
A K Enterprise,13175000.0,73,1,1,1
SURAJ CONSTRUCTION,13155449.0,22,1,1,1
SUBRATA HALDER,13143831.0,3,1,1,1
SILIGURI TRADING CENTRE Previously Known as G AND D TRADERS,13121600.0,16,1,1,1
PRANABJYOTI SAIKIA,13112044.0,59,1,1,1
ASSISTANT ENGINEER GDZP I,13111445.0,19,1,1,1
GREENLINE ENTERPRISE,13098214.0,29,2,3,1
RAMESWAR NAIK,13094279.0,62,1,2,1
PRATICK KUMAR GHOSH,13074540.0,3,1,2,1
UDDHAVRAO PATIL MAJUR SAHKARI SANSTHA,13062164.0,14,1,1,1
OM PRAKASH ARYA,13032712.0,38,1,1,1
Ms MAHALAXMI ENTERPRISES,13028305.0,25,1,1,1
UPENDER KURELLA,13017104.0,103,2,3,3
H S AGRO,12987256.0,55,1,1,3
ANJANI TRADING,12983373.0,13,1,2,1
ODISHA DISTRIBUTING AUTHORITY,12972588.0,292,2,2,5
JOGINDER GOVT CONTRACTOR,12926568.0,32,1,1,1
Chikmagalur Nirmithi Kendra,12900000.0,29,2,2,1
NAVEEN ENTERPRISES,12888768.0,54,1,1,1
KALPIT ENTERPRISES,12873200.0,42,1,1,3
Empire Computers,12871461.0,3,1,2,1
CEO Janpad Panchayat Dewas,12838000.0,24,1,2,1
MAA CONSTRUCTION SAIFUL ISLAM SARDAR,12829317.0,12,1,1,1
SANTRA ENTERPRISE,12815127.0,3,1,1,1
Kolar District Nirmithi Kendra,12764249.0,18,1,2,1
DIAMOND ENTERPRISES,12750000.0,30,2,4,3
B S CONSTRUCTION COMPANY,12727161.0,21,1,1,1
MS SARVESH KUMAR THEKEDAR,12689673.0,28,1,1,1
NATIONAL TRADERS,12686311.0,51,1,1,1
Expert Drillers,12673987.0,47,1,1,2
LUCKY CONSTRUCTION,12661626.0,6,2,3,2
BABA JAIMALDASS ENTERPRISES,12645232.0,37,1,1,4
COSMIC POWER,12634100.0,12,1,1,1
ANNU PRIYA,12604103.0,19,1,1,1
Ravi Metal Works,12600000.0,2,1,1,1
SHEIKH FARID AGRO TECH,12550000.0,62,2,3,3
RUDRA TRADERS,12549367.0,18,1,3,1
BANSHI DHAR PANDEY,12531954.0,12,1,1,1
Unicem Engineers,12525753.0,3,1,1,1
MS GYANCHAND,12507217.0,241,1,2,1
Sthitpragya enterprises Private Limited,12497000.0,25,1,1,1
KRISHNAKUMAR G,12495068.0,11,1,1,1
M RAJASEKHAR,12489392.0,25,1,1,1
Sharika Enterprises Limited,12486285.0,54,5,6,3
The Shirdi Sai Cooperative multipurpose society,12480687.0,6,2,2,1
NEELAM VERMA,12472653.0,38,1,1,1
MS AKHAND PRATAP TRADERS,12416310.0,36,1,1,1
SRI J VENKATA GIRI DHARA RAO,12403062.0,30,1,1,1
POONAM TYAGI,12380876.0,28,1,1,1
RAJAGOPALREDDY VEMANNA,12375000.0,25,3,5,4
YOGENDRA SINGH,12374987.0,16,1,1,1
GOVIND DAS ARYA,12370778.0,42,1,1,1
DARVESHWAR NATH CONSTRUCTION,12350000.0,19,1,1,1
S S CONSTRUCTION,12346897.0,47,2,2,2
JANPAD PANCHAYAT RAJPUR,12291032.0,44,1,2,1
BALAKRISHNAN MUTHALAGAN,12290000.0,25,1,2,2
RAMACHANDRA ELECTRICALS AND ENGINEERING STORES,12240133.0,25,1,1,1
MURUGAN TRADERS,12232139.0,28,2,2,2
SRI VENKATESHWARA CONSTRUCTIONS,12205929.0,7,2,2,2
Thiruppathi Ramakrishnan,12200000.0,7,1,1,1
Shivani,12195743.0,24,1,1,1
mMODERN ENGINEERING ASSOCIATES,12169671.0,6,1,1,1
MS BARE LAL,12168211.0,236,1,2,1
Emmadi Sharada,12159803.0,50,1,1,1
KAMLESH YADAV THEKEDAR,12153810.0,4,1,1,1
Nishant Gulab Rathod,12125510.0,13,1,1,1
Mohamed Ayub B,12095372.0,14,1,2,1
GANAPATI CONSTRUCTION,12039252.0,6,1,1,1
Ms Anna Enterprises,12000000.0,15,1,1,1
PREETILA SUGATHAN,12000000.0,6,1,1,1
FASTSPEED REALTORS PRIVATE LIMITED,12000000.0,3,1,1,1
FATHIMA CONSTRUCTIONS,11996025.0,6,1,1,2
GURUDATTA GAWANDI KAMGAR MAJOOR SAHAKARI SOCIETY LIMITED,11994915.0,6,1,1,1
SWATANTRA ENTERPRISES,11993943.0,6,1,1,1
M s Anshika Enterprises,11990887.0,6,1,1,1
Dipesh Biswas,11979495.0,6,1,2,1
BURUGULA VINOD KUMAR,11970695.0,30,1,1,1
NISHU ENTERPRISES,11964573.0,24,1,1,1
ASSISTANT ENGINEER ISLAMPUR A C,11958851.0,42,1,1,1
RAUSHANI KUMARI,11940367.0,13,1,1,1
NANGI RAJESH KUMAR REDDY,11919477.0,42,1,1,1
ASSISTANT ENGINEER BANKIPUR,11911818.0,16,1,1,1
Mithun Debbarma,11888425.0,5,1,1,1
RASHIKA RAMBHAU DHUMAL,11886875.0,11,1,1,1
MONIMOY SINGHA ROY,11878157.0,5,1,1,1
RAKESH KUMAR SINGH,11868670.0,23,2,3,2
Ganni Surya Prabhakar Chowdary,11862048.0,6,1,2,1
CEO JANPAD PANCHAYAT MANDSAUR,11825000.0,60,1,1,1
GURUKRIPA CONSTRUCTION,11818727.0,20,2,2,2
SHAMSHAD CONTRACTOR,11815659.0,17,1,1,1
SEIYYON VENTURES,11786400.0,38,1,1,3
KHEM CHAND,11779974.0,12,1,1,1
TYAGI CONSTRUCTION,11771310.0,22,1,1,1
EVANA ELECTRICALS PRIVATE LIMITED,11769001.0,34,2,2,1
B Thirupathi Reddy,11768566.0,40,1,2,3
HSD ASSOCIATE,11743480.0,23,2,3,1
S K ENTERPRISE,11729736.0,18,5,5,4
JYOTI TRADERS,11726400.0,14,1,1,1
NISHAS ENTERPRISES,11700000.0,38,2,3,3
KISHAN FORCE,11692000.0,7,1,2,2
MUNINDRA KR NATH,11690862.0,84,1,1,1
JYOTI ENTERPRISE,11680119.0,21,2,3,2
PALDEN WANGCHUK BHUTIA,11672493.0,6,1,1,1
RAMESH GUPTA,11658492.0,20,2,3,2
BISWARUP GHOSH,11645409.0,6,1,2,1
RAJA RAM MAHTOO,11640000.0,12,1,1,1
ALLIED SURGICALS,11610000.0,3,1,1,1
BIDHANSABHA KSHETRA GOH SAHAYAK ABHIYANTA,11602993.0,39,1,1,1
sudhakar,11581407.0,12,1,1,1
MRK CONSTRUCTIONS,11577640.0,10,1,1,1
BAMMIDI RAMAKRISHNA,11534318.0,26,1,1,1
NORTH EAST INNOVATION,11500000.0,16,1,2,2
Soltech Global,11494623.0,3,1,1,1
Deep Shree enterprises,11488270.0,46,1,2,1
RANJEET SINGH  SINGH CONSTRUCTION,11478204.0,30,1,1,1
SRINIVASA ROWLO,11455833.0,35,1,1,1
VIPIN KUMAR,11453895.0,20,1,1,1
MARUF ALI CONTRACTOR,11424123.0,9,1,1,1
Jai Mata Rani Construction,11413488.0,19,1,1,1
Bubere and Associates,11403161.0,11,1,1,1
jp gogawa,11400000.0,26,1,2,1
KALIYAMMAL M,11400000.0,6,1,1,1
Waisong Terang,11374471.0,27,1,2,1
SVR CONSTRUCTIONS,11367400.0,4,1,1,1
JANAPAD PANCHAYAT BARWANI,11345605.0,35,1,2,1
SWANAND CONSTRUCTION,11332965.0,18,1,1,1
SIDDHESH GHANSHAM ADHIKARI,11307471.0,19,1,1,1
Amit Singh Dhillo,11259446.0,18,1,1,1
N K CONSTRUCTIONS,11241896.0,11,2,2,2
Maa Laxmi Construction,11211472.0,28,1,1,1
Siddharth Construction and suppliers,11211021.0,25,2,1,1
D D ENTERPRISE,11181446.0,33,2,2,1
JANPAD PANCHAYT KHARGONE,11150000.0,34,1,2,1
MADASAMY,11132031.0,13,2,2,3
K Tharun Kumar,11128939.0,10,1,1,1
ASST ENGINEER LAEO WD 1 BEGUSARAI VSK TEGHRA,11114263.0,14,1,1,1
Block Development officer Nahan,11100000.0,50,1,2,1
SUMIT MATHUR,11089289.0,14,1,1,1
RAJ INFRASTRUCTURE,11050508.0,19,2,2,2
AMEER ENTERPRISES,11016805.0,30,1,1,1
RUDRA CONSTRUCTION,11010000.0,24,1,1,2
MS SANJAY KUMAR TIWARI,11006421.0,51,1,2,3
Meghna Chada Marak,11000000.0,6,1,1,1
SUBH ENTERPRISES,10999327.0,10,1,1,1
VIVEK VINOD PAKHAD,10991654.0,17,1,1,1
M and N Motors Private Limited,10970400.0,3,1,1,1
CSE Construction Pvt Ltd,10965180.0,3,1,2,1
Garden Gym,10961148.0,30,2,3,1
ACCHELAL SINGH KUSHWAHA,10938132.0,9,1,1,1
VEERAKUMAR k,10887098.0,5,2,2,1
SHUVENDU SARKAR,10867689.0,15,1,1,1
DONTHI PAVANI,10866328.0,47,1,2,2
National Construction Company,10857156.0,15,1,1,1
Project Officer Himurja Kangra at Dharamshala,10817806.0,106,1,1,1
Tvinkal Saroj,10813173.0,8,1,1,1
KAYON MODI,10800000.0,9,1,1,1
MAJIBUR RAHAMAN,10800000.0,8,1,1,1
A EN O AND M JVVNL BEHROR RURAL,10792677.0,3,1,1,1
Minislu Brahma,10789656.0,6,1,2,1
Arikrishnan k,10783466.0,6,1,2,1
MAYUR DINESH CHAVAN,10780750.0,12,1,2,1
KAMATCHIRAJAN K,10771204.0,9,1,1,1
Palepu Vishnu Phani Srikanth,10743792.0,8,2,3,2
AEN O N M AVVNL,10742501.0,83,1,1,1
ASSISTANT ENGINEER HILSA A C,10727719.0,30,1,1,1
MS RAGHUNATH THIKEDAR,10724081.0,40,1,2,1
Satyendra Borah,10723737.0,3,1,1,1
ECCENTRIC CORPORATE SERVICES PVT LTD,10720000.0,64,1,1,1
Manav Enterprises,10700000.0,107,1,2,2
NAIDI NARSIAH,10687170.0,59,1,1,1
Hosabai Mahila Majoor Sahakari Sanstha Limited Sarni Aa,10671790.0,11,1,1,1
ASSISTANT ENGINEER BELAGANJ,10656769.0,17,2,3,1
MS MOHAMMAD MIYA,10636086.0,15,1,1,1
ASSISTANT ENGINEER ASSEMBLY PARBATTA,10623483.0,9,1,1,1
DEEPAK BAG,10612300.0,31,1,1,1
Dipak Kumar Yadav,10611378.0,25,1,2,2
UP STATE AGRO SONBHADRA,10606176.0,41,1,2,1
SEN SUPPLIERS,10603309.0,9,1,1,1
MACHNOOR YELLAREDDY,10601699.0,62,1,1,1
TRILOCHAN RAM YADAV,10593625.0,23,1,2,1
MAHINDRA AND MAHINDRA LIMITED,10586340.0,5,2,2,2
MS GHOSH CONSTRUCTION,10559955.0,20,1,1,1
ASSISTANT ENGINEER BHABHUA,10548165.0,21,1,2,1
ASSISTANT ENGINEER NOKHA LAEO WD 02 BIKRAMGANJ ROHTAS,10532264.0,24,1,1,1
Sangeet Contractor,10517860.0,26,1,1,1
KUNAL CONSTRUCTION,10506150.0,9,1,1,1
SAMAJ SEWA NYAS,10500000.0,3,1,1,1
VMP ASSOCIATES,10500000.0,6,1,1,1
Subhasmita Sahoo,10500000.0,13,1,1,1
Trimurti Infotech,10499916.0,24,1,1,1
KANHA CONSTRUCTION,10497786.0,17,1,1,1
S ILANCHIZHIAN,10495413.0,9,1,2,1
gram panchayat badkadol,10494000.0,12,1,2,1
Jagdeesh Prasad Chaudhry Contractor,10458930.0,15,1,1,1
Selvamayandi V,10443715.0,4,2,2,2
SANJEEV KUMAR,10425244.0,35,6,6,7
Kulveer Singh,10417902.0,21,1,1,1
RIFA ENTERPRISE,10388538.0,12,1,1,1
Mahindra And Mahindra Limited,10384708.0,7,6,6,6
ANIFA ENTERPRISES,10325000.0,17,2,3,3
N K MARI,10278941.0,27,2,2,1
KUNISETTI SURIBABU,10267050.0,4,1,2,1
MANISHA AGARWAL CONTRACTOR,10230111.0,87,1,1,1
Sathya Enterprises,10225000.0,20,3,4,4
Soumita Enterprise,10221070.0,25,1,1,1
BS CONSTRUCTION,10219000.0,47,1,1,1
DEO RAJGARH,10200000.0,102,1,1,1
FEBRICON INDUSTRIES,10189568.0,55,2,2,2
Nachatra Constuction,10180638.0,3,1,2,2
ASSISTANT ENGINEER PHULPARAS,10158197.0,10,1,1,1
Mr REDDEPPA T,10144101.0,30,1,1,1
RC CONSTRUCTION,10132993.0,9,2,4,2
SAMIR RAMKRUSHNA TAJNE,10126624.0,10,1,2,1
SAV Construction Kumaresan Manilal,10110478.0,13,1,1,1
R Imsentemjen,10100000.0,8,1,1,2
MOHIT CONSTRUCTION,10094814.0,21,1,1,1
A G Sampath,10052487.0,4,1,1,1
HD ENTERPRISE,10045820.0,46,1,2,1
SUNIL KUMAR GIRI,10041442.0,7,1,1,1
KSB SOLUTIONS,10040417.0,14,2,2,1
THANGARASU,10035051.0,3,1,1,2
R P CONSTRUCTION,10001613.0,20,2,3,2
VIDYA VIHAR,10000000.0,60,2,2,2
GOUTAM CONSTRUCTION,10000000.0,1,1,1,1
UNIQUE CONSTRUCTION,10000000.0,2,1,1,1
D AND GRANDSONS ENGG PVT LTD,9995000.0,5,1,1,1
SABBIR ANSARI,9993110.0,71,1,1,1
SAVITRI DEVI,9983396.0,13,1,1,1
SANJIT DAS,9978180.0,3,1,1,1
FUTURISTA ENTERPRISES PVT LTD,9977320.0,1,1,1,1
Pinnacle Industries Limited,9948600.0,2,1,1,1
UTKARSH UNEEMPLOYED ENGINEERS SEVA CO-OP SOCIETY,9943194.0,15,1,1,1
Milang Enterprises,9900000.0,12,1,1,1
Bimal Auto Agency,9900000.0,11,1,1,1
Shri Bhagwat Bhakti Ashram Rampura Rewari,9900000.0,6,2,2,1
Gram Panchayat Sarpanch sachiv,9895263.0,27,1,2,1
ASSISTANT ENGINEER KAHALGAON,9889658.0,8,1,1,1
Sankara Rao Rayapudi,9884197.0,5,1,1,1
MS ENTERPRISES,9843021.0,16,3,3,3
LUCKY ASSOCIATES,9840000.0,18,2,2,2
EAGGLE EYE INFRASTRUCTURES,9834681.0,4,1,1,1
ACME CONSTRUCTION,9833175.0,3,1,1,1
RAJ CONSTRUCTION,9823343.0,24,4,4,4
AKULA RAJ KIRAN,9822860.0,24,1,1,1
SR CONTRACTORS,9820968.0,2,1,1,1
MAA VINDHYAVASHINI ENTERPRISES,9819536.0,158,1,2,2
SRI SESHACHALA CONSTRUCTIONS,9802617.0,12,2,3,2
ARIKELA SRIKANTH,9790407.0,27,1,1,1
MINATI KISAN,9765631.0,20,1,2,2
Hellum Learning Lab Private Limited,9750000.0,20,1,2,1
Antony Selvan M,9737462.0,5,1,1,2
V P AZHAGAIYAN,9736248.0,3,1,1,1
Gaur Construction,9707139.0,1,1,1,1
DEBABRATA ROY,9705648.0,9,1,1,1
SHANSHANK ENTERPRISES CONTRACTOR,9704581.0,65,1,1,1
SAMONA ENTERPRISES,9691669.0,4,1,1,1
Ms Lakshmi Nrusimha Engineers And Contractors,9673733.0,14,1,1,1
BDO Patta MPLAD LS,9600000.0,45,1,2,1
A MINE TRADERS,9577095.0,55,1,1,1
Dean govt medical college shivpuri,9554292.0,6,1,1,1
BAGHEL ENTERPRISES,9552015.0,72,1,2,1
PABITRA DAS,9541449.0,6,1,1,1
RAVI RANJAN,9520094.0,10,1,1,1
NARAYAN MARBLES,9510244.0,78,1,1,1
RAJO MOTORS PRIVATE LIMMITED,9505800.0,3,1,1,1
GANESH CONTRACT WORK,9496157.0,20,1,1,1
A K JAISH ENTERPRISES,9492042.0,4,1,1,1
A K ENTERPRISES,9488770.0,57,2,4,2
SHIVAM KUMAR,9483604.0,10,1,2,1
Mahendra Jagannath Lokhande,9478136.0,5,1,1,1
Assistant Engineer Kumharar,9453065.0,16,1,1,1
VDH ENTERPRISES,9439280.0,21,1,1,1
KSR CONSTRUCTIONS,9410414.0,2,1,1,1
NARENDRA SOPANRAO THOKAL,9387278.0,10,1,1,1
HEADWHEEL SYSTEM and SERVICES PVT LTD,9377856.0,9,1,1,1
AR Enterprises,9375000.0,15,2,3,2
assistant engineer tarari,9374904.0,9,1,1,1
SRI SANKARA CEMENT TILES,9370338.0,11,1,1,1
RAVI TRIPATHI,9362002.0,12,1,1,1
CEO JANPAD KHATEGAON,9360000.0,12,1,1,1
Amir Construction,9326169.0,3,1,1,1
J Justin Pratheep,9319932.0,6,1,1,1
Satyam Construction,9307289.0,40,2,3,3
SUHAVI ENTERPRISES,9300000.0,26,2,3,3
DREAM CONSTRUCTION,9299769.0,9,1,1,1
assistant engineer sasaram,9297384.0,9,2,3,1
MODERN ELECTRICALS,9286722.0,23,1,1,1
THE SATHI COOPERATIVE LABOUR AND CONSTRUCTION SOCIETY LIMITED,9274474.0,20,1,1,1
KALIMATA BUILDERS,9263874.0,6,1,1,1
MS UDAYA TRADERS,9259163.0,52,1,1,1
MOHAMMAD YASEEN,9250221.0,42,1,1,1
V SELVARAJ,9250000.0,8,1,2,1
Chairman Nirmithi Kendra Bagalkot,9250000.0,20,1,1,1
MASTER ELECTRIC STORE,9246405.0,7,2,2,1
MK INFRA,9225579.0,20,1,1,1
BHARGAV CONTRACTORS,9207129.0,9,1,1,1
LOKENATH CONSTRUCTION,9201283.0,2,2,2,2
M LALITHA,9164662.0,4,1,1,2
MP AGRO JABALPUR,9151744.0,56,1,1,1
Block Development Officer Solan,9150000.0,31,1,2,1
STABIN NARZARY,9147723.0,9,1,2,2
ADIIVE TECHNOLOGES PRIVATE LTD,9147218.0,4,1,1,1
NARSIMHULU AKULA,9116945.0,147,1,1,1
HEMANTA DAS,9110223.0,52,1,1,1
AWADH CONSTRUCTIONS COMPANY,9091323.0,8,1,1,1
S M BUILDERS BHAGYANAGAR,9084881.0,26,1,2,1
M P STATE AGRO INDUSTRIES DEV CORP LTD,9072578.0,45,1,2,1
SELVAM B,9039294.0,4,1,1,2
IMAMUDDIN,9015430.0,162,1,2,1
CEO JP TONKKHAURD,9003600.0,23,1,2,1
NAGSHWAR MAJOOR SAHKARI SANSTHA LTD,9000000.0,9,1,1,1
MD HANIP KHAN,9000000.0,6,1,2,1
SOFTHARD INNOVATIONS SOLUTIONS PRIVATE LIMITED,9000000.0,1,1,1,1
CEO JANPAD PANCVHAYAT MOMAN BADODIYA,9000000.0,16,1,2,1
Sabari Construciton,9000000.0,3,1,1,1
HI TECH TRONICS,9000000.0,3,1,2,1
MUDHAIDEVI MAJUR SAHKARI SANSTHA MARYADIT,8999928.0,9,1,1,1
DABHODA GRAM PANCHAYAT,8999572.0,22,1,1,1
Parasuram Enterprises,8999040.0,6,1,1,2
G V CONSTRUCTIONS,8998685.0,4,1,1,1
Shriram majur sahkari sanstha maryadit,8997342.0,9,1,1,1
B Seetha Ramanjaneulu,8995455.0,6,1,1,1
R Vasantha,8993076.0,9,1,2,1
MSS MEDITECHNO,8992216.0,5,2,2,3
SRIHARI RAO AMARANENI,8989395.0,6,1,2,1
Om Construction,8988695.0,4,1,1,1
MURUGAN A,8985674.0,5,1,1,1
SHRI GANESH ELECTRICAL AND CONTRACTER,8985075.0,53,1,1,2
C Nithyananthan,8983458.0,4,1,2,2
Jayant Constructions,8981079.0,6,2,2,2
Dhaka Stone Comapny,8977311.0,20,1,1,1
M KARUNAMOORTHY,8972991.0,6,1,1,2
PUBBI ELECTRICALS,8968996.0,39,2,3,2
Ganesh Laxman Rakshe,8956830.0,9,1,1,1
DAWOOD ENTERPRISES,8950588.0,5,1,1,2
MANOJ YADAV,8948968.0,16,1,1,1
M S ENTERPRISE,8938622.0,21,3,3,2
Bristo Security System,8936328.0,10,3,4,2
GANESAN VICTORIA,8935461.0,12,1,1,1
PK Enterprises,8932500.0,9,1,1,1
MODERN METAL CRAFTS,8931946.0,29,2,3,4
NIRMITHI KENDRA UDUPI,8925000.0,23,2,2,1
GopiKrishana Majoor Sahakari Sanstha Ruikheda,8924154.0,3,1,1,1
ASSISTANT ENGINEER GOPALPUR,8922795.0,10,1,1,1
DAS CONSTRUCTION,8916045.0,3,1,1,1
SPR Infra,8914918.0,11,1,1,1
Firose Khakhlari,8906965.0,45,1,1,1
